622,青島公園キャンプ場,あおしまこうえんきゃんぷじょう,48296429,12780120,0
624,青島野外活動施設,あおしまやがいかつどうしせつ,48296541,12779210,0
625,鳥取市B＆G海洋センター体育館,とっとりしびーあんどじーかいようせんたーたいいくかん,48296610,12786330,0
627,青島公園,あおしまこうえん,48296645,12779632,835
629,津生島,つぶしま,48293806,12783572,0
631,青島大橋,あおしまおおはし,48296928,12778555,2
632,白浜団地,しらはまだんち,48296880,12787596,2
633,鳥取市立佐治中学校,とっとりしりつさじちゅうがっこう,48296996,12721139,1
635,古市簡易郵便局,ふるいちかんいゆうびんきょく,48297366,12721252,0
636,安蔵川,あぞうがわ,48297549,12712135,1
637,神戸郵便局,かんどゆうびんきょく,48297825,12747692,1
642,ホテルホリデイ,ほてるほりでい,48297856,12786758,1
644,鳥取市立ひまわり保育園,とっとりしりつひまわりほいくえん,48297960,12721860,1
645,エネオス佐治PS,えねおすさじえすえす,48298399,12721994,0
649,猫島,ねこじま,48298662,12778868,26
650,大日寺,だいにちじ,48298886,12736684,0
653,牛ノ戸焼,うしのとやき,48299446,12735907,209
656,鳥取大学附属特別支援学校,とっとりだいがくふぞくとくべつしえんがっこう,48299649,12787413,50
658,JOMO湖山ステーション,じょもこやますてーしょん,48299816,12786739,48
663,JAいなば燃料センター佐治SS,じぇいえーいなばねんりょうせんたーさじえすえす,48299759,12722375,30
669,因幡西郷郵便局,いなばさいごうゆうびんきょく,48300091,12735875,0
671,永瀬石油パートナー湖山SS,ながせせきゆぱーとなーこやまえすえす,48300073,12787613,1
673,鳥取市立西郷小学校,とっとりしりつさいごうしょうがっこう,48300281,12735645,4
675,西郷保育園,さいごうほいくえん,48300343,12735873,0
676,JA鳥取いなば西郷ふれあい館,じぇいえーとっとりいなばさいごうふれあいかん,48300674,12736212,1
678,有富川,ありとみがわ,48300605,12763110,0
683,鳥取市立神戸小学校,とっとりしりつかんどしょうがっこう,48300902,12748831,2
687,トヨタレンタリース鳥取鳥取空港営業所,とよたれんたりーすとっとりとっとりくうこうえいぎょうしょ,48301270,12788479,4
689,鳥取空港,とっとりくうこう,48301309,12788439,987
690,山陰合同銀行ATM鳥取空港,さんいんごうどうぎんこうえーてぃーえむとっとりくうこう,48301364,12788446,1
691,因州中井窯,いんしゅうなかいがま,48301934,12736502,441
693,やなせ窯,やなせかま,48302968,12734894,236
696,鳥取市湖山西体育館,とっとりしこやまにしたいいくかん,48301829,12786665,6
698,若草学園,わかくさがくえん,48301979,12786574,8
700,ポプラ鳥取湖山西店,ぽぷらとっとりこやまにしてん,48302142,12786019,2
702,関西航空地方気象台鳥取空港出張所,かんさいこうくうちほうきしょうだいとっとりくうこうしゅっちょうじょ,48302075,12788419,19
705,鳥取市立湖山西小学校,とっとりしりつこやまにししょうがっこう,48302430,12786944,19
707,森林公園とっとり出会いの森,しんりんこうえんとっとりであいのもり,48302527,12775835,14
27483,尾張公民館(バス停),おわりこうみんかん,48100605,12777688,0
712,ヤマザキショップ西村,やまざきしょっぷにしむら,48302968,12787222,0
714,波多川,はたがわ,48303032,12693961,0
716,鳥取大学,とっとりだいがく,48303839,12785126,107148
718,鳥取銀行鳥取大学,とっとりぎんこうとっとりだいがく,48303422,12784553,10
719,山陰合同銀行鳥取大学,さんいんごうどうぎんこうとっとりだいがく,48303402,12784551,7
720,鳥取大学鳥取キャンパス,とっとりだいがくとっとりきゃんぱす,48303500,12785000,417
721,西田農園,にしだのうえん,48305104,12721145,856
722,ローソン鳥取大学前店,ろーそんとっとりだいがくまえてん,48303531,12785531,45
